filename	ncbi_accession	taxonomy
GCA_014874235.1_ASM1487423v1_genomic	GCA_014874235.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__GCA-001856825;s__GCA-001856825 sp014874235
GCA_014874255.1_ASM1487425v1_genomic	GCA_014874255.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA525;g__UBA153;s__UBA153 sp014874255
GCA_014874295.1_ASM1487429v1_genomic	GCA_014874295.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__A-MIC-10;s__A-MIC-10 sp014874295
GCA_014874365.1_ASM1487436v1_genomic	GCA_014874365.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__JACWAH01;s__JACWAH01 sp014874365
GCA_014874415.1_ASM1487441v1_genomic	GCA_014874415.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp014874415
GCA_014876775.1_ASM1487677v1_genomic	GCA_014876775.1	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__Infirmifilum;s__Infirmifilum lucidum
GCA_014889545.1_ASM1488954v1_genomic	GCA_014889545.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermobacteraceae;g__Methanothermobacter;s__Methanothermobacter thermautotrophicus_A
GCA_014894395.1_ASM1489439v1_genomic	GCA_014894395.1	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__SM1-50;s__SM1-50 sp014894395
GCA_014962245.1_ASM1496224v1_genomic	GCA_014962245.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__Thermosphaera;s__Thermosphaera aggregans_B
GCA_015062805.1_ASM1506280v1_genomic	GCA_015062805.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera stadtmanae_C
GCA_015062815.1_ASM1506281v1_genomic	GCA_015062815.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera stadtmanae_B
GCA_015062825.1_ASM1506282v1_genomic	GCA_015062825.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera stadtmanae_A
GCA_015062905.1_ASM1506290v1_genomic	GCA_015062905.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A thaueri_A
GCA_015062915.1_ASM1506291v1_genomic	GCA_015062915.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A thaueri_B
GCA_015062925.1_ASM1506292v1_genomic	GCA_015062925.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A thaueri_C
GCA_015062935.1_ASM1506293v1_genomic	GCA_015062935.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A sp015062935
GCA_015062985.1_ASM1506298v1_genomic	GCA_015062985.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A sp015062985
GCA_015063005.1_ASM1506300v1_genomic	GCA_015063005.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A millerae_B
GCA_015063035.1_ASM1506303v1_genomic	GCA_015063035.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter olleyae_A
GCA_015063085.1_ASM1506308v1_genomic	GCA_015063085.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocorpusculum;s__Methanocorpusculum parvum_A
GCA_015063135.1_ASM1506313v1_genomic	GCA_015063135.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__UBA71 sp015063135
GCA_015063165.1_ASM1506316v1_genomic	GCA_015063165.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__UBA71 sp015063165
GCA_015063185.1_ASM1506318v1_genomic	GCA_015063185.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__SIG5;s__SIG5 sp015063185
GCA_015063195.1_ASM1506319v1_genomic	GCA_015063195.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__SIG5;s__SIG5 sp015063195
GCA_015063225.1_ASM1506322v1_genomic	GCA_015063225.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp015063225
GCA_015063235.1_ASM1506323v1_genomic	GCA_015063235.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__UBA71 sp015063235
GCA_015063245.1_ASM1506324v1_genomic	GCA_015063245.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__UBA71 sp015063245
GCA_015063285.1_ASM1506328v1_genomic	GCA_015063285.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__UBA71 sp015063285
GCA_015121965.1_ASM1512196v1_genomic	GCA_015121965.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Parvarchaeales;f__Parvarchaeaceae;g__Acidifodinimicrobium;s__Acidifodinimicrobium mancum
GCA_015163485.1_ASM1516348v1_genomic	GCA_015163485.1	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Geoglobus;s__Geoglobus acetivorans_A
GCA_015519985.1_ASM1551998v1_genomic	GCA_015519985.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__WAPJ01;g__WIAN01;s__WIAN01 sp015519985
GCA_015520045.1_ASM1552004v1_genomic	GCA_015520045.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__WAQW01;s__WAQW01 sp015520045
GCA_015520065.1_ASM1552006v1_genomic	GCA_015520065.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__WAQV01;s__WAQV01 sp015520065
GCA_015520105.1_ASM1552010v1_genomic	GCA_015520105.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__WAQT01;s__WAQT01 sp015520105
GCA_015520115.1_ASM1552011v1_genomic	GCA_015520115.1	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Ferroglobus;s__Ferroglobus sp015520115
GCA_015520145.1_ASM1552014v1_genomic	GCA_015520145.1	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__WAQR01;g__WAQR01;s__WAQR01 sp015520145
GCA_015520195.1_ASM1552019v1_genomic	GCA_015520195.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__WAQN01;s__WAQN01 sp015520195
GCA_015520245.1_ASM1552024v1_genomic	GCA_015520245.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__WAQM01;s__WAQM01 sp015520245
GCA_015520265.1_ASM1552026v1_genomic	GCA_015520265.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WAQK01;g__WAQK01;s__WAQK01 sp015520265
GCA_015520395.1_ASM1552039v1_genomic	GCA_015520395.1	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Gearchaeales;f__WAQG01;g__WAQG01;s__WAQG01 sp015520395
GCA_015520425.1_ASM1552042v1_genomic	GCA_015520425.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Caldarchaeaceae;g__Pelearchaeum;s__Pelearchaeum sp015520425
GCA_015520475.1_ASM1552047v1_genomic	GCA_015520475.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__B26-1;g__WAQA01;s__WAQA01 sp015520475
GCA_015520485.1_ASM1552048v1_genomic	GCA_015520485.1	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WAPX01;s__WAPX01 sp015520485
GCA_015520525.1_ASM1552052v1_genomic	GCA_015520525.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__WAPY01;g__WAPY01;s__WAPY01 sp015520525
GCA_015520535.1_ASM1552053v1_genomic	GCA_015520535.1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__S146-22;g__S146-22;s__S146-22 sp015520535
GCA_015520565.1_ASM1552056v1_genomic	GCA_015520565.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__Aciduliprofundum;s__Aciduliprofundum sp015520565
GCA_015520605.1_ASM1552060v1_genomic	GCA_015520605.1	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__WAPT01;g__WAPT01;s__WAPT01 sp015520605
GCA_015520705.1_ASM1552070v1_genomic	GCA_015520705.1	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015520705
GCA_015520735.1_ASM1552073v1_genomic	GCA_015520735.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01 sp015520735
GCA_015520785.1_ASM1552078v1_genomic	GCA_015520785.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__WAPJ01;g__WAPJ01;s__WAPJ01 sp015520785
GCA_015520865.1_ASM1552086v1_genomic	GCA_015520865.1	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__JAADDC01;f__JAADDC01;g__JAADDC01;s__JAADDC01 sp015520865
GCA_015520875.1_ASM1552087v1_genomic	GCA_015520875.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__JAADEL01;s__JAADEL01 sp015520875
GCA_015520895.1_ASM1552089v1_genomic	GCA_015520895.1	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__JAADEF01;g__JAADEF01;s__JAADEF01 sp015520895
GCA_015520975.1_ASM1552097v1_genomic	GCA_015520975.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__S143-98;s__S143-98 sp015520975
GCA_015520985.1_ASM1552098v1_genomic	GCA_015520985.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__JAADDK01;s__JAADDK01 sp015520985
GCA_015521085.1_ASM1552108v1_genomic	GCA_015521085.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__JAADGB01;s__JAADGB01 sp015521085
GCA_015521095.1_ASM1552109v1_genomic	GCA_015521095.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__S143-63;s__S143-63 sp015521095
GCA_015521115.1_ASM1552111v1_genomic	GCA_015521115.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__S143-63;s__S143-63 sp015521115
GCA_015521175.1_ASM1552117v1_genomic	GCA_015521175.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__JAADGB01;s__JAADGB01 sp015521175
GCA_015521185.1_ASM1552118v1_genomic	GCA_015521185.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__S143-63;s__S143-63 sp015521185
GCA_015521195.1_ASM1552119v1_genomic	GCA_015521195.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__Pyrolobus;s__Pyrolobus sp015521195
GCA_015521205.1_ASM1552120v1_genomic	GCA_015521205.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__S143-140;s__S143-140 sp015521205
GCA_015521265.1_ASM1552126v1_genomic	GCA_015521265.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__WAON01;s__WAON01 sp015521265
GCA_015521275.1_ASM1552127v1_genomic	GCA_015521275.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignicoccaceae;g__Ignicoccus;s__Ignicoccus sp015521275
GCA_015521295.1_ASM1552129v1_genomic	GCA_015521295.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01 sp015521295
GCA_015521325.1_ASM1552132v1_genomic	GCA_015521325.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOK01;s__WAOK01 sp015521325
GCA_015521385.1_ASM1552138v1_genomic	GCA_015521385.1	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__WALU01;s__WALU01 sp015521385
GCA_015521465.1_ASM1552146v1_genomic	GCA_015521465.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__JAADDK01;s__JAADDK01 sp015521465
GCA_015521535.1_ASM1552153v1_genomic	GCA_015521535.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__Aenigmatarchaeales;f__SZUA-1535;g__SZUA-1535;s__SZUA-1535 sp015521535
GCA_015521565.1_ASM1552156v1_genomic	GCA_015521565.1	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__BMS3B;g__Pyrohabitans;s__Pyrohabitans sp015521565
GCA_015521605.1_ASM1552160v1_genomic	GCA_015521605.1	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015521605
GCA_015521615.1_ASM1552161v1_genomic	GCA_015521615.1	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__BMS3B;g__Pyrohabitans;s__Pyrohabitans sp015521615
GCA_015521685.1_ASM1552168v1_genomic	GCA_015521685.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Aeropyrum;s__Aeropyrum sp015521685
GCA_015521705.1_ASM1552170v1_genomic	GCA_015521705.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__S141-84;s__S141-84 sp015521705
GCA_015521735.1_ASM1552173v1_genomic	GCA_015521735.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WANQ01;g__WANQ01;s__WANQ01 sp015521735
GCA_015521765.1_ASM1552176v1_genomic	GCA_015521765.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__AG1;g__WANO01;s__WANO01 sp015521765
GCA_015521775.1_ASM1552177v1_genomic	GCA_015521775.1	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__WANN01;s__WANN01 sp015521775
GCA_015521825.1_ASM1552182v1_genomic	GCA_015521825.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__Aenigmatarchaeales;f__JAADFI01;g__WANL01;s__WANL01 sp015521825
GCA_015521945.1_ASM1552194v1_genomic	GCA_015521945.1	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__BMS3B;g__JAADFH01;s__JAADFH01 sp015521945
GCA_015522055.1_ASM1552205v1_genomic	GCA_015522055.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__WAMZ01;s__WAMZ01 sp015522055
GCA_015522095.1_ASM1552209v1_genomic	GCA_015522095.1	d__Archaea;p__SpSt-1190;c__SpSt-1190;o__SpSt-1190;f__SpSt-1190;g__WAMX01;s__WAMX01 sp015522095
GCA_015522145.1_ASM1552214v1_genomic	GCA_015522145.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__WAMV01;g__WAMV01;s__WAMV01 sp015522145
GCA_015522195.1_ASM1552219v1_genomic	GCA_015522195.1	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Geoglobus;s__Geoglobus sp015522195
GCA_015522345.1_ASM1552234v1_genomic	GCA_015522345.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__WAML01;s__WAML01 sp015522345
GCA_015522385.1_ASM1552238v1_genomic	GCA_015522385.1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__S139-21;s__S139-21 sp015522385
GCA_015522395.1_ASM1552239v1_genomic	GCA_015522395.1	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015522395
GCA_015522475.1_ASM1552247v1_genomic	GCA_015522475.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__J096;s__J096 sp015522475
GCA_015522495.1_ASM1552249v1_genomic	GCA_015522495.1	d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__WAMD01;g__WAMD01;s__WAMD01 sp015522495
GCA_015522625.1_ASM1552262v1_genomic	GCA_015522625.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Caldisphaera;s__Caldisphaera sp015522625
GCA_015522635.1_ASM1552263v1_genomic	GCA_015522635.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__WALW01;s__WALW01 sp015522635
GCA_015522645.1_ASM1552264v1_genomic	GCA_015522645.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__WALW01;s__WALW01 sp015522645
GCA_015522685.1_ASM1552268v1_genomic	GCA_015522685.1	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__WALU01;s__WALU01 sp015522685
GCA_015522695.1_ASM1552269v1_genomic	GCA_015522695.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__Conexivisphaeraceae;g__WALT01;s__WALT01 sp015522695
GCA_015522745.1_ASM1552274v1_genomic	GCA_015522745.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__WALA01;g__WALA01;s__WALA01 sp015522745
GCA_015522765.1_ASM1552276v1_genomic	GCA_015522765.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__WALR01;g__WALR01;s__WALR01 sp015522765
GCA_015522845.1_ASM1552284v1_genomic	GCA_015522845.1	d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__WALL01;g__WALL01;s__WALL01 sp015522845
GCA_015522865.1_ASM1552286v1_genomic	GCA_015522865.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Norongarragalinales;f__WALN01;g__WALN01;s__WALN01 sp015522865
GCA_015522885.1_ASM1552288v1_genomic	GCA_015522885.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__WALJ01;f__WALJ01;g__WALJ01;s__WALJ01 sp015522885
GCA_015522935.1_ASM1552293v1_genomic	GCA_015522935.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__S014-50;s__S014-50 sp015522935
GCA_015522955.1_ASM1552295v1_genomic	GCA_015522955.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__S014-41;s__S014-41 sp015522955
GCA_015523055.1_ASM1552305v1_genomic	GCA_015523055.1	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__QMZM01;g__WALD01;s__WALD01 sp015523055
GCA_015523085.1_ASM1552308v1_genomic	GCA_015523085.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__WALA01;g__WALA01;s__WALA01 sp015523085
GCA_015523125.1_ASM1552312v1_genomic	GCA_015523125.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__JAADDK01;s__JAADDK01 sp015523125
GCA_015523135.1_ASM1552313v1_genomic	GCA_015523135.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__Aciduliprofundum;s__Aciduliprofundum sp015523135
GCA_015523155.1_ASM1552315v1_genomic	GCA_015523155.1	d__Archaea;p__Methanobacteriota_A;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus_A;s__Methanothermococcus_A sp015523155
GCA_015523185.1_ASM1552318v1_genomic	GCA_015523185.1	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015523185
GCA_015523195.1_ASM1552319v1_genomic	GCA_015523195.1	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015523195
GCA_015523295.1_ASM1552329v1_genomic	GCA_015523295.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__S013-73;s__S013-73 sp015523295
GCA_015523325.1_ASM1552332v1_genomic	GCA_015523325.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__WAKO01;s__WAKO01 sp015523325
GCA_015523335.1_ASM1552333v1_genomic	GCA_015523335.1	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WAKM01;s__WAKM01 sp015523335
GCA_015523445.1_ASM1552344v1_genomic	GCA_015523445.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__S012-22;s__S012-22 sp015523445
GCA_015523465.1_ASM1552346v1_genomic	GCA_015523465.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Aeropyrum;s__Aeropyrum sp015523465
GCA_015523485.1_ASM1552348v1_genomic	GCA_015523485.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__JAADGB01;s__JAADGB01 sp015523485
GCA_015523545.1_ASM1552354v1_genomic	GCA_015523545.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__SZUA-1514;s__SZUA-1514 sp015523545
GCA_015523565.1_ASM1552356v1_genomic	GCA_015523565.1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__WAKA01;s__WAKA01 sp015523565
GCA_015523575.1_ASM1552357v1_genomic	GCA_015523575.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Caldisphaera;s__Caldisphaera sp015523575
GCA_015523605.1_ASM1552360v1_genomic	GCA_015523605.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__SZUA-1514;s__SZUA-1514 sp015523605
GCA_015523645.1_ASM1552364v1_genomic	GCA_015523645.1	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Geoglobus;s__Geoglobus sp015523645
GCA_015523665.1_ASM1552366v1_genomic	GCA_015523665.1	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WAJX01;s__WAJX01 sp015523665
GCA_015523685.1_ASM1552368v1_genomic	GCA_015523685.1	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__JdFR-42;g__WAJW01;s__WAJW01 sp015523685
GCA_015523725.1_ASM1552372v1_genomic	GCA_015523725.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__WAMZ01;s__WAMZ01 sp015523725
GCA_015658585.1_ASM1565858v1_genomic	GCA_015658585.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__CG-Epi1 sp015658585
GCA_015660865.1_ASM1566086v1_genomic	GCA_015660865.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__JACTUA01;g__JACTUA01;s__JACTUA01 sp015660865
GCA_015660885.1_ASM1566088v1_genomic	GCA_015660885.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp015660885
GCA_015660915.1_ASM1566091v1_genomic	GCA_015660915.1	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp015660915
GCA_015660965.1_ASM1566096v1_genomic	GCA_015660965.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__MVRE01;s__MVRE01 sp015660965
GCA_015660995.1_ASM1566099v1_genomic	GCA_015660995.1	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__JACTUC01;s__JACTUC01 sp015660995
GCA_015661395.1_ASM1566139v1_genomic	GCA_015661395.1	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp015661395
GCA_015661405.1_ASM1566140v1_genomic	GCA_015661405.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp015661405
GCA_015661515.1_ASM1566151v1_genomic	GCA_015661515.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__Aenigmatarchaeales;f__SZUA-1535;g__SZUA-1535;s__SZUA-1535 sp015661515
